施設種別,都道府県,市区町村,施設名,住所,郵便番号,設置者法人名,運営委託先法人名,設置区分,設置パターン,定員合計,在籍児童合計,充足率,開所時間,開所曜日,施設HP,出典
企業主導型保育園,埼玉県,さいたま市浦和区,ニチイキッズ与野駅前保育園,埼玉県さいたま市浦和区上木崎1丁目2-5 東栄アネックス与野 1F,,株式会社ニチイ学館,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,19,17,89.47%,07:00～20:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,さいたま市浦和区,保育所ちびっこランド瀬ケ崎園,埼玉県さいたま市浦和区瀬ケ崎３丁目９番１２号 ESビル1F,,株式会社愛優,,,2.「住宅地型」駅等近接以外の住宅地に設置,28,28,100%,07:00～20:00（延長07:00～20:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,さいたま市浦和区,彩の調こども園 北浦和校,埼玉県さいたま市浦和区常盤3-23-7 大黒屋レヂデンスⅡ102,,株式会社Ｌｅａｄ Ｄｉｓｃｏｖｅｒｙ,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,26,24,92.31%,07:30～18:30（延長07:30～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,さいたま市浦和区,浦和母の会みんなの家,埼玉県さいたま市浦和区本太1-24-8,,学校法人母の会,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,11,91.67%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,さいたま市浦和区,Ｏｈａｎａ浦和駅前保育園,埼玉県さいたま市浦和区東高砂町3-3 葵ビル１Ｆ,,株式会社ＭＩＲＡＴＺ,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,17,14,82.35%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,さいたま市浦和区,ひなぎく幼稚園,埼玉県さいたま市浦和区常盤８－１－１８,330-0061,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,みぬま幼稚園,埼玉県さいたま市浦和区上木崎７－１９－２１,330-0071,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,厚徳幼稚園,埼玉県さいたま市浦和区北浦和３－１６－２１,330-0074,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,双恵幼稚園,埼玉県さいたま市浦和区針ヶ谷１－２１－２４,330-0075,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,双葉幼稚園,埼玉県さいたま市浦和区岸町３－３－１４,330-0064,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,埼玉大学教育学部附属幼稚園,埼玉県さいたま市浦和区常盤８－１３－１,330-0061,,,国立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,常盤幼稚園,埼玉県さいたま市浦和区常盤９丁目３１番１６号,330-0061,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,木の実幼稚園,埼玉県さいたま市浦和区木崎５－２８－６,330-0042,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,本太幼稚園,埼玉県さいたま市浦和区本太５－３５－３,330-0052,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,浦和幼稚園,埼玉県さいたま市浦和区仲町２－６－１５,330-0062,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,聖フランソア幼稚園,埼玉県さいたま市浦和区皇山町１８－１,330-0045,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,麗和幼稚園,埼玉県さいたま市浦和区仲町２－１０－１９,330-0062,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市浦和区,黎明幼稚園,埼玉県さいたま市浦和区元町２－１１－４,330-0073,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,さいたま市緑区,うらわの森保育園ｇｅｎｉｕｓ,埼玉県さいたま市緑区太田窪3丁目3-5,,合同会社メディカル・ワークサポート,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,10,83.33%,07:30～18:30（延長07:30～22:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,さいたま市緑区,コスモス保育園浦和けやき園,埼玉県さいたま市緑区山崎1-10-20 鈴やビル,,株式会社 鈴や商事,株式会社コスモス,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,15,12,80%,08:00～19:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,さいたま市緑区,あかつき幼稚園,埼玉県さいたま市緑区中尾２３４２－２,336-0932,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市緑区,しらさぎ幼稚園,埼玉県さいたま市緑区大字代山９９２番地,336-0975,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市緑区,ふるさと幼稚園,埼玉県さいたま市緑区三室２３６０番地６,336-0911,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市緑区,原山幼稚園,埼玉県さいたま市緑区原山３丁目８番５号,336-0931,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市緑区,大古里育ちの森幼稚園,埼玉県さいたま市緑区三室６３５,336-0911,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市緑区,大門幼稚園,埼玉県さいたま市緑区大門９３０,336-0963,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市緑区,浦和みずほ幼稚園,埼玉県さいたま市緑区太田窪１－１２－１５,336-0936,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市緑区,浦和明の星幼稚園,埼玉県さいたま市緑区東浦和６－４－１９,336-0926,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市緑区,認定こども園桜美林幼稚園,埼玉県さいたま市緑区芝原３－２４－５,336-0917,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,さいたま市西区,Withねがいの杜すくすく保育園,埼玉県さいたま市西区西遊馬2021-25,,社会福祉法人ねがいの杜,,,2.「住宅地型」駅等近接以外の住宅地に設置,19,3,15.79%,07:10～18:10,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,さいたま市西区,さくらナースリー,埼玉県さいたま市西区西遊馬1320-1,,医療法人 博滇会,,,2.「住宅地型」駅等近接以外の住宅地に設置,19,19,100%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,さいたま市西区,Ｗｉｔｈねがいの杜のびのび保育園,埼玉県さいたま市西区西大宮2-33-10,,社会福祉法人ねがいの杜,,,2.「住宅地型」駅等近接以外の住宅地に設置,19,17,89.47%,07:10～18:10,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,埼玉県,さいたま市西区,認定こども園さしおうぎ幼稚園,埼玉県さいたま市西区宝来１１７５－１,331-0074,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,さいたま市西区,認定こども園愛徳幼稚園,埼玉県さいたま市西区プラザ３６－１１,331-0063,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市西区,せいか幼稚園,埼玉県さいたま市西区清河寺１２３５－１,331-0048,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市西区,のはら幼稚園,埼玉県さいたま市西区宮前町１０８０－１,331-0046,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市西区,みはし幼稚園,埼玉県さいたま市西区三橋５－６２８－１,331-0052,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市西区,大宮みどりが丘幼稚園,埼玉県さいたま市西区中野林４３６－１,331-0057,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市西区,聖学院みどり幼稚園,埼玉県さいたま市西区内野本郷８２０番地,331-0045,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,さいたま市見沼区,じぶんみらい保育園東大宮,埼玉県さいたま市見沼区東大宮4丁目1-4 トライフォース 1-A,,株式会社ＮＯＶＡキンダー,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,41,28,68.29%,07:30～18:30（延長07:30～20:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,さいたま市見沼区,こまどり幼稚園,埼玉県さいたま市見沼区南中丸５６１,337-0041,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,しま幼稚園,埼玉県さいたま市見沼区島町４４８,337-0006,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,しらかば幼稚園,埼玉県さいたま市見沼区堀崎町６９８,337-0052,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,大和田幼稚園,埼玉県さいたま市見沼区大和田町２－７１８－１,337-0053,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,小百合幼稚園,埼玉県さいたま市見沼区小深作３６７－４,337-0005,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,山吹幼稚園,埼玉県さいたま市見沼区大谷１９４２,337-0014,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,春岡幼稚園,埼玉県さいたま市見沼区丸ヶ崎町４５番地１,337-0007,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,染谷幼稚園,埼玉県さいたま市見沼区染谷２－２３,337-0026,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,片柳幼稚園,埼玉県さいたま市見沼区御蔵５５６,337-0033,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,さいたま市見沼区,福寿幼稚園,埼玉県さいたま市見沼区東大宮７－７３－５,337-0051,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,ふじみ野市,となりのすまいる保育園,埼玉県ふじみ野市上福岡三丁目１１番３号,,社会福祉法人あゆみの会,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,30,30,100%,07:00～18:00（延長07:00～19:00）,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,ふじみ野市,ニチイキッズふじみ野保育園,埼玉県ふじみ野市うれし野2-10-87,,株式会社ニチイ学館,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,11,91.67%,08:00～19:00（延長08:00～19:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,ふじみ野市,上野台ナーシング保育所,埼玉県ふじみ野市上野台2丁目15番23号 上野台ナーシングホーム,,医療法人恵雄会,株式会社アミ―,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,9,75%,08:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,ふじみ野市,保育所ちびっこランドふじみ野園,埼玉県ふじみ野市上福岡1-11-11 アーバンフューチャー1階,,株式会社トラストワン,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,28,22,78.57%,07:00～20:00（延長07:00～21:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,埼玉県,ふじみ野市,幼保連携型認定こども園星和幼稚園,埼玉県ふじみ野市元福岡３－１５－１,356-0008,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,ふじみ野市,ながみや幼稚園,埼玉県ふじみ野市滝１－４－１,356-0012,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,ふじみ野市,なみき幼稚園,埼玉県ふじみ野市大井６６１－５,356-0053,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,ふじみ野市,ふくおか柿の木幼稚園,埼玉県ふじみ野市谷田２－８－２２,356-0024,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,ふじみ野市,みほの幼稚園,埼玉県ふじみ野市苗間７２０,356-0052,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,ふじみ野市,文京学院大学ふじみ野幼稚園,埼玉県ふじみ野市亀久保１１９６,356-0051,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,ふじみ野市,新双葉幼稚園,埼玉県ふじみ野市福岡武蔵野１０－２１,356-0037,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,ふじみ野市,香取幼稚園,埼玉県ふじみ野市上福岡３丁目１番１８号,356-0004,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,ふじみ野市,香取第二幼稚園,埼玉県ふじみ野市清見３丁目７番５号,356-0002,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,三郷市,あいえす保育園,埼玉県三郷市采女一丁目205-3 ＩＳ歯科クリニック,,医療法人社団祥世会,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,11,11,100%,08:00～19:00,月 火 水 木 金 土,https://is-hoikuen.wixsite.com/shinmisato,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,三郷市,ひまわり保育園,埼玉県三郷市早稲田2-16-12,,株式会社純誠会,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,12,100%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,三郷市,ふぇありぃ保育園三郷中央園,埼玉県三郷市中央5-2-2 シャトレ1F,,株式会社城南進学研究社,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,19,17,89.47%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,埼玉県,三郷市,埼玉さくら幼稚園,埼玉県三郷市戸ヶ崎２３３６番地,341-0044,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,三郷市,幼保連携型認定こども園いなほ幼稚園,埼玉県三郷市早稲田７－１３－１２,341-0018,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,三郷市,ちくみ幼稚園,埼玉県三郷市彦沢１－１９,341-0057,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,三郷市,みさと団地みやおか幼稚園,埼玉県三郷市彦成３ー２３６,341-0003,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,三郷市,みさと幼稚園,埼玉県三郷市鷹野１丁目１８３番地,341-0035,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,三郷市,ゆたか幼稚園,埼玉県三郷市戸ヶ崎２丁目５７６番地,341-0044,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,三郷市,埼玉おもちゃ美術館幼稚園,埼玉県三郷市彦糸３丁目１－１,341-0001,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,三郷市,天使幼稚園,埼玉県三郷市彦成４丁目６０－１,341-0003,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,三郷市,彦成幼稚園,埼玉県三郷市谷口２５５番地１,341-0042,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,三郷市,新和幼稚園,埼玉県三郷市新和２－１８６,341-0034,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,上尾市,つつじが丘ナーサリー,埼玉県上尾市上野1053-1,,学校法人永嶋学院,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,19,17,89.47%,07:00～18:00（延長07:00～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,上尾市,ふきのさとくじらルーム,埼玉県上尾市瓦葺2143-2 特別養護老人ホーム 葺きの里,,社会福祉法人積善会,社会福祉法人和みの会,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,32,28,87.50%,07:00～18:00（延長07:00～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,上尾市,イオンゆめみらい保育園上尾,埼玉県上尾市愛宕3丁目8番1号 イオンモール上尾 1階,,イオンモール株式会社,ＨＩＴＯＷＡキッズライフ株式会社,,4.「大型施設型」百貨店、ショッピングセンター内に設置し、テナントが共同で利 用,30,19,63.33%,07:00～20:00（延長07:00～22:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,上尾市,プチアンジェ上尾,埼玉県上尾市柏座1-8-22-20 ２階,,株式会社エックス,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,20,7,35%,07:00～18:00（延長07:00～20:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,埼玉県,上尾市,認定こども園西上尾しらぎく幼稚園,埼玉県上尾市大字今泉字西浦３１３番地２,362-0047,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,ひかわ幼稚園,埼玉県上尾市二ッ宮８６４,362-0017,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,みやした幼稚園,埼玉県上尾市西宮下１丁目６８番地,362-0043,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,カオル幼稚園,埼玉県上尾市藤波４－１２５,362-0061,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,上尾いずみ幼稚園,埼玉県上尾市堤崎３５６－１,362-0054,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,上尾みずほ幼稚園,埼玉県上尾市原市５０－３,362-0021,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,上尾みどりが丘幼稚園,埼玉県上尾市緑丘４丁目１３番１３号,362-0015,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,上尾富士見幼稚園,埼玉県上尾市富士見２－３－３３,362-0041,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,上尾寿幼稚園,埼玉県上尾市上１５２１,362-0001,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,上尾寿第二幼稚園,埼玉県上尾市二ツ宮１０８７,362-0017,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,上尾幼稚園,埼玉県上尾市仲町２－１－１４,362-0035,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,双葉台幼稚園,埼玉県上尾市今泉二丁目１番地８,362-0048,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,妙厳寺幼稚園,埼玉県上尾市原市９７７－２,362-0021,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,尾山台幼稚園,埼玉県上尾市瓦葺２７１６,362-0022,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,星野学園幼稚園,埼玉県上尾市大字小敷谷８５８－２,362-0064,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,浅間台幼稚園,埼玉県上尾市弁財２－５－３,362-0076,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,上尾市,花園幼稚園,埼玉県上尾市中妻２－１３－２,362-0072,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,久喜市,企業主導型保育園 こどもの塔,埼玉県久喜市伊坂北1-3-1,,学校法人柿沼学園,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,10,6,60%,07:30～18:30,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,埼玉県,久喜市,あけぼの東幼稚園,埼玉県久喜市久喜東一丁目１６番１２号,346-0016,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,久喜市,幼保連携型認定こども園あけぼの幼稚園,埼玉県久喜市青葉３丁目７番,346-0013,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,久喜市,幼保連携型認定こども園菖蒲幼稚園,埼玉県久喜市菖蒲町菖蒲４１０番地４,346-0106,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,久喜市,認定こども園こどもむら栗橋さくら幼稚園,埼玉県久喜市伊坂４６番地,349-1121,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,久喜市,久喜市立中央幼稚園,埼玉県久喜市下早見８５－１５,346-0022,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,久喜市,久喜市立栗橋幼稚園,埼玉県久喜市立中里１０４４－１,349-1112,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,久喜市,久喜朝日幼稚園,埼玉県久喜市下早見１２１１,346-0022,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,久喜市,学校法人川瀬学園久喜あおば幼稚園,埼玉県久喜市青毛４丁目１１－５,346-0011,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,久喜市,幼稚園型認定こども園長龍寺幼稚園,埼玉県久喜市菖蒲町三箇９９２,346-0104,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,久喜市,幼稚園型認定こども園鷲宮幼稚園,埼玉県久喜市鷲宮３丁目６－２,340-0217,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,久喜市,栗橋白百合幼稚園,埼玉県久喜市栗橋東２－１３－１,349-1103,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,久喜市,銀の笛幼稚園,埼玉県久喜市上内５７２,340-0211,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,児玉郡上里町,上里幼稚園,埼玉県児玉郡上里町大字七本木３２９３－４,369-0306,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,児玉郡上里町,神保原幼稚園,埼玉県児玉郡上里町大字神保原町４５９－１,369-0305,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,児玉郡神川町,神川町立神川幼稚園,埼玉県児玉郡神川町新里３６２－１,367-0232,,,公立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,児玉郡美里町,幼保連携型認定こども園美里さくら幼稚園,埼玉県児玉郡美里町大字阿那志字川原２７３番地１,367-0103,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,入間市,きぱふるいるま,埼玉県入間市狭山台18-1,,株式会社啓和運輸,株式会社啓和たすかる,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,11,6,54.55%,08:30～19:30（延長07:30～20:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,埼玉県,入間市,永仁会保育園,埼玉県入間市宮寺3195番1 2階,,医療法人永仁会,株式会社啓和たすかる,,7.「その他」1～6以外で設置,19,11,57.89%,07:00～20:00（延長06:30～20:30）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,埼玉県,入間市,あんず幼稚園,埼玉県入間市仏子１０８９－３４,358-0053,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間市,いるま幼稚園,埼玉県入間市久保稲荷１－２５－３,358-0024,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間市,めぐみ幼稚園,埼玉県入間市小谷田１－７－９,358-0026,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間市,わかばの森幼稚園,埼玉県入間市大字上藤沢６９４－１,358-0013,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間市,元加治幼稚園,埼玉県入間市大字野田１５８５,358-0054,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間市,白梅幼稚園,埼玉県入間市大字下藤沢二丁目３０番地１,358-0011,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間市,若杉幼稚園,埼玉県入間市大字下藤沢１２８１－１１,358-0011,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間市,角栄幼稚園,埼玉県入間市東藤沢４－１５－２０,358-0012,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,埼玉県,入間郡三芳町,幼保連携型認定こども園こすず幼稚園,埼玉県入間郡三芳町大字北永井字宮前７２番地１,354-0044,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間郡三芳町,かみとめ幼稚園,埼玉県入間郡三芳町上富１５６７－４,354-0045,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間郡三芳町,学校法人新武蔵野学園みふじ幼稚園,埼玉県入間郡三芳町藤久保７３３－１,354-0041,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間郡毛呂山町,ながせ幼稚園,埼玉県入間郡毛呂山町大字前久保４９７,350-0442,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間郡毛呂山町,毛呂山幼稚園,埼玉県入間郡毛呂山町前久保６９８－１,350-0442,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間郡毛呂山町,認定こども園毛呂山愛仕幼稚園,埼玉県入間郡毛呂山町岩井西４－１３－２,350-0465,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,入間郡越生町,越生みどり幼稚園,埼玉県入間郡越生町越生９５０,350-0416,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,埼玉県,八潮市,ツルガソネ保育所,埼玉県八潮市鶴ケ曽根606-1,,社会福祉法人福祉楽団,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,19,14,73.68%,07:00～18:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,埼玉県,八潮市,幼保連携型認定こども園　みひかり幼稚園,埼玉県八潮市八條１７６０,340-0801,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,八潮市,八潮ちくみ幼稚園,埼玉県八潮市鶴ヶ曽根１２４,340-0802,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,八潮市,八潮幼稚園,埼玉県八潮市西袋１２１８番地２,340-0833,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,八潮市,小倉あさひ幼稚園,埼玉県八潮市大曽根５３８,340-0834,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,埼玉県,八潮市,青和幼稚園,埼玉県八潮市八潮４丁目４番地３,340-0815,,,私立,,,,,,,,文部科学省_学校コード一覧
