施設種別,都道府県,市区町村,施設名,住所,郵便番号,設置者法人名,運営委託先法人名,設置区分,設置パターン,定員合計,在籍児童合計,充足率,開所時間,開所曜日,施設HP,出典
幼稚園,長野県,塩尻市,よしだ幼稚園,長野県塩尻市広丘吉田４９８－１,399-0701,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,塩尻市,塩尻めぐみ幼稚園,長野県塩尻市大門七番町１３－２４,399-0738,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,塩尻市,塩尻幼稚園,長野県塩尻市大門七番町５－２０,399-0738,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,長野県,大町,りんどう幼稚園,長野県大町市平５４２４ー１,398-0001,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,長野県,大町,幼保連携型認定こども園大町幼稚園,長野県大町市大町２６６３－１,398-0002,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,大町,認定こども園こまくさ幼稚園,長野県大町市大町４１７０－２,398-0002,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,長野県,安曇野市,託児所 よってき家,長野県安曇野市堀金烏川679番地6,,有限会社宗明会,,,7.「その他」1～6以外で設置,9,7,77.78%,08:30～16:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
幼稚園,長野県,安曇野市,安曇野市立穂高幼稚園,長野県安曇野市穂高６８０２,399-8303,,,公立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,長野県,小諸市,のぞみ保育園,長野県小諸市和田966番地8,,社会福祉法人のぞみ福祉会,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,19,19,100%,07:00～18:00（延長07:00～19:00）,月 火 水 木 金 土,https://www.nozomi-nursery.jp/,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,長野県,小諸市,幼保連携型認定こども園小諸幼稚園,長野県小諸市三和１－５－１６,384-0017,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,小諸市,しらかば幼稚園,長野県小諸市小原甲１８１２ー２,384-0801,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,小諸市,みすず幼稚園,長野県小諸市東雲３丁目１５番４号,384-0023,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,小諸市,小諸野岸幼稚園,長野県小諸市与良町２丁目９番１３号,384-0006,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,小諸市,暁の星幼稚園,長野県小諸市田町２丁目３－３３,384-0028,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,岡谷市,ヤコブ幼稚園,長野県岡谷市上ノ原２６２－２,394-0001,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,岡谷市,瑞穂幼稚園,長野県岡谷市中央町１－８－１３,394-0027,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,岡谷市,聖母幼稚園,長野県岡谷市大栄町２－３－２６,394-0025,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,東御市,くるみ幼稚園,長野県東御市県３２６－５,389-0517,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,長野県,松本市,はやしやキッズガーデン,長野県松本市和田南西原4010-39,,株式会社はやしや,株式会社はやしや保育園,,3.「工業団地型・商業団地型」工業団地内又は商業（市場）団地内に設置し、共同 で利用,19,19,100%,07:30～20:30（延長07:00～21:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,松本市,まつもと医療センターにこにこ保育園,長野県松本市村井町南2-20-30,,独立行政法人国立病院機構,特定非営利活動法人きらり,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,20,18,90%,08:00～18:00,月 火 水 木 金,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,松本市,まるのうち保育所,長野県松本市渚1−1−16,,社会医療法人抱生会,株式会社キッズコーポレーション,,2.「住宅地型」駅等近接以外の住宅地に設置,48,17,35.42%,07:30～18:30（延長07:30～20:30）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,松本市,イオンゆめみらい保育園松本,長野県松本市中央4-9-51 イオンモール松本 風庭1階,,イオンモール株式会社,ＳＯＵキッズケア株式会社,,4.「大型施設型」百貨店、ショッピングセンター内に設置し、テナントが共同で利 用,30,19,63.33%,07:00～20:00（延長07:00～22:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,松本市,保育所さるびあ,長野県松本市梓川倭３２３４−１,,社会福祉法人梓の郷,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,12,12,100%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,https://azusanosato.or.jp/,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,松本市,松本みらい保育園つかまキッズ,長野県松本市筑摩1-30-19,,合同会社未来ファミリー,,,2.「住宅地型」駅等近接以外の住宅地に設置,19,19,100%,07:30～18:30,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,松本市,松本みらい保育園むらいキッズ,長野県松本市村井町南２丁目６番９号,,合同会社未来ファミリー,,,2.「住宅地型」駅等近接以外の住宅地に設置,19,19,100%,07:30～18:30,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,長野県,松本市,幼保連携型認定こども園聖十字幼稚園,長野県松本市開智１－６－２５,390-0876,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,信州大学教育学部附属幼稚園,長野県松本市桐１－３－１,390-0871,,,国立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,松本いずみ幼稚園,長野県松本市桐１丁目４番７号,390-0871,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,松本南幼稚園,長野県松本市野溝木工２－６－３１,399-0005,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,松本市立本郷南幼稚園,長野県松本市横田４－２５－２,390-0804,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,松本市立本郷幼稚園,長野県松本市浅間温泉２－１２－１５,390-0303,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,松本市立松本幼稚園,長野県松本市蟻ヶ崎２－４－５０,390-0861,,,公立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,松本短大幼稚園,長野県松本市寿台７－４－１,399-0025,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,松本神映幼稚園,長野県松本市神林３６８２,390-1243,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,松本青い鳥幼稚園,長野県松本市大字寿豊丘６０６－１,399-0021,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,白百合幼稚園,長野県松本市村井町南４－６－４,399-0036,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,聖テレジア幼稚園,長野県松本市丸の内９－３２,390-0873,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,認定こども園松本中央幼稚園,長野県松本市蟻ヶ崎４丁目４番１０号,390-0861,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,認定こども園松本光明幼稚園,長野県松本市女鳥羽１－９－１６,390-0806,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,松本市,鈴蘭幼稚園,長野県松本市県１－４－２３,390-0812,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,長野県,茅野市,しゃれんどきっず園,長野県茅野市ちの2819,,有限会社シャレンド,,,2.「住宅地型」駅等近接以外の住宅地に設置,29,23,79.31%,07:30～18:30,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼稚園,長野県,茅野市,ちのせいぼ幼稚園,長野県茅野市仲町１４－７,391-0005,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,諏訪市,すわせいぼ幼稚園,長野県諏訪市湖岸通り４丁目１番３６号,392-0027,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,諏訪郡原村,こひつじ幼稚園,長野県諏訪郡原村３９１８－１,391-0104,,,私立,,,,,,,,文部科学省_学校コード一覧
企業主導型保育園,長野県,長野市,あたご学園 星の木,長野県長野市三輪10丁目4番18号,,アタゴ学園株式会社,,,2.「住宅地型」駅等近接以外の住宅地に設置,25,22,88%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,http://www.hosinoki.com,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,きらりほいくえん,長野県長野市青木島４丁目４−５ 青木島ショッピングパーク3F,,合同会社Mom's sun,,,4.「大型施設型」百貨店、ショッピングセンター内に設置し、テナントが共同で利 用,40,34,85%,07:00～18:00（延長07:00～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,ながの東急百貨店保育園,長野県長野市南千歳1丁目1番地1,,株式会社ながの東急百貨店,株式会社キッズコーポレーション,,4.「大型施設型」百貨店、ショッピングセンター内に設置し、テナントが共同で利 用,12,11,91.67%,08:00～19:00（延長07:30～20:30）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,ぽっぽランドあさま,長野県長野市大字栗田1501番 長野鉄道健診センター１階,,東日本旅客鉄道株式会社,ライクキッズ株式会社,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,10,8,80%,07:30～18:30（延長00:00～00:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,みすずキッズ保育園,長野県長野市若里 ７丁目 382番地,,株式会社みすずコーポレーション,株式会社ニチイ学館,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,19,19,100%,07:30～20:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,イキイキほいくえん,長野県長野市南千歳1-16-2 長野第一ホテル 3F,,合同会社Ｍｏｍｓ ｓｕｎ,,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,12,100%,07:00～20:00,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,ケアビレッジ銀乃扇保育所,長野県長野市西尾張部1089番地8 ケアビレッジ銀乃扇2階,,株式会社銀乃扇,,,5.「病院・介護施設・学校内設置型」病院、介護施設又は学校内に設置,19,19,100%,08:30～18:00（延長07:30～19:00）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,ニチイキッズながの石渡保育園,長野県長野市大字石渡413番2,,株式会社ニチイ学館,,,2.「住宅地型」駅等近接以外の住宅地に設置,18,18,100%,07:30～18:30（延長07:30～19:00）,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,ミントリーフ・インターナショナル・プリスクール長野園,長野県長野市青木島1-20-7 長谷部ビル,,株式会社ZEN,,,2.「住宅地型」駅等近接以外の住宅地に設置,48,48,100%,07:00～20:00,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,企業主導型保育 みらいく早苗町,長野県長野市早苗町41-3 みらいくビル1F,,株式会社ＣＡＲＥＥＲマネジメント,一般社団法人信州子育てみらいネット,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,26,18,69.23%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,企業主導型保育 みらいく早苗町第２,長野県長野市早苗町41-3 みらいくビル2F,,合同会社水本エンターテインメント,一般社団法人信州子育てみらいネット,,1.「駅等近接型」交通の利便性の高い駅等の近くに設置,12,8,66.67%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,企業主導型保育 みらいく県町,長野県長野市大字南長野528番地4 北野建設株式会社本社別館3階,,一般社団法人信州子育てみらいネット,,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,12,12,100%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,企業主導型保育 みらいく高田,長野県長野市高田562-1,,一般社団法人信州子育てみらいネット,,,2.「住宅地型」駅等近接以外の住宅地に設置,66,46,69.70%,07:30～18:30,月 火 水 木 金 土,,児童育成協会_2026年1月施設一覧
企業主導型保育園,長野県,長野市,綿半ホームエイド 事業所内託児所 「わたぴーランド」,長野県長野市南長池208,,株式会社綿半ホームエイド,ライクキッズ株式会社,,6.「事業所内設置型」上記以外で事業所の敷地（建物）内に設置,15,12,80%,08:00～19:00（延長08:00～19:30）,月 火 水 木 金 土 日,,児童育成協会_2026年1月施設一覧
幼保連携型認定こども園,長野県,長野市,幼保連携型認定こども園円福幼稚園,長野県長野市篠ノ井横田７７２,388-8005,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,長野県,長野市,認定こども園信濃ひまわり幼稚園,長野県長野市大豆島２８６９,381-0022,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,長野県,長野市,認定こども園吉田マリア幼稚園,長野県長野市吉田１－１６－２４,381-0043,,,私立,,,,,,,,文部科学省_学校コード一覧
幼保連携型認定こども園,長野県,長野市,認定こども園若穂幼稚園,長野県長野市若穂綿内８６０２番地１,381-0101,,,私立,,,,,,,,文部科学省_学校コード一覧
幼稚園,長野県,長野市,あかしや幼稚園,長野県長野市東和田５７７,381-0038,,,私立,,,,,,,,文部科学省_学校コード一覧
